county_name,county_code,year,source_desc,short_desc,unit_desc,sector_desc,group_desc,commodity_desc,domain_desc,domaincat_desc,value,value_num,censored,ch2_tables,ch2_table_name
ALEUTIAN ISLANDS,010,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,NA,NA,TRUE,10,Irrigation:  2022 and 2017
ALEUTIAN ISLANDS,010,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,NA,NA,TRUE,10,Irrigation:  2022 and 2017
ALEUTIAN ISLANDS,010,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - NUMBER OF OPERATIONS",OPERATIONS,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,1,1,FALSE,10,Irrigation:  2022 and 2017
ALEUTIAN ISLANDS,010,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - NUMBER OF OPERATIONS",OPERATIONS,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,1,1,FALSE,10,Irrigation:  2022 and 2017
ALEUTIAN ISLANDS,010,2022,CENSUS,"FACILITIES & EQUIPMENT, IRRIGATION, SYSTEMS & EQUIPMENT - ACRES",ACRES,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,TOTAL,NOT SPECIFIED,26,26,FALSE,10,Irrigation:  2022 and 2017
ALEUTIAN ISLANDS,010,2022,CENSUS,"FACILITIES & EQUIPMENT, IRRIGATION, SYSTEMS & EQUIPMENT - NUMBER OF OPERATIONS",OPERATIONS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,TOTAL,NOT SPECIFIED,25,25,FALSE,10,Irrigation:  2022 and 2017
ALEUTIAN ISLANDS,010,1997,CENSUS,"AG LAND, CROPLAND, HARVESTED, IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,NA,NA,FALSE,10;24,Irrigation:  2022 and 2017
ALEUTIAN ISLANDS,010,2002,CENSUS,"AG LAND, CROPLAND, HARVESTED, IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,5,5,FALSE,10;24,Irrigation:  2022 and 2017
ALEUTIAN ISLANDS,010,2007,CENSUS,"AG LAND, CROPLAND, HARVESTED, IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,8,8,FALSE,10;24,Irrigation:  2022 and 2017
ALEUTIAN ISLANDS,010,2012,CENSUS,"AG LAND, CROPLAND, HARVESTED, IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,NA,NA,TRUE,10;24,Irrigation:  2022 and 2017
ALEUTIAN ISLANDS,010,2017,CENSUS,"AG LAND, CROPLAND, HARVESTED, IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,23,23,FALSE,10;24,Irrigation:  2022 and 2017
ALEUTIAN ISLANDS,010,2022,CENSUS,"AG LAND, CROPLAND, HARVESTED, IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,NA,NA,TRUE,10;24,Irrigation:  2022 and 2017
ALEUTIAN ISLANDS,010,1997,CENSUS,"AG LAND, CROPLAND, HARVESTED, IRRIGATED - NUMBER OF OPERATIONS",OPERATIONS,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,1,1,FALSE,10;24,Irrigation:  2022 and 2017
ALEUTIAN ISLANDS,010,2002,CENSUS,"AG LAND, CROPLAND, HARVESTED, IRRIGATED - NUMBER OF OPERATIONS",OPERATIONS,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,4,4,FALSE,10;24,Irrigation:  2022 and 2017
ALEUTIAN ISLANDS,010,2007,CENSUS,"AG LAND, CROPLAND, HARVESTED, IRRIGATED - NUMBER OF OPERATIONS",OPERATIONS,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,6,6,FALSE,10;24,Irrigation:  2022 and 2017
ALEUTIAN ISLANDS,010,2012,CENSUS,"AG LAND, CROPLAND, HARVESTED, IRRIGATED - NUMBER OF OPERATIONS",OPERATIONS,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,18,18,FALSE,10;24,Irrigation:  2022 and 2017
ALEUTIAN ISLANDS,010,2017,CENSUS,"AG LAND, CROPLAND, HARVESTED, IRRIGATED - NUMBER OF OPERATIONS",OPERATIONS,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,22,22,FALSE,10;24,Irrigation:  2022 and 2017
ALEUTIAN ISLANDS,010,2022,CENSUS,"AG LAND, CROPLAND, HARVESTED, IRRIGATED - NUMBER OF OPERATIONS",OPERATIONS,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,24,24,FALSE,10;24,Irrigation:  2022 and 2017
ALEUTIAN ISLANDS,010,2002,CENSUS,"CATTLE, (EXCL COWS) - INVENTORY",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,NA,NA,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2007,CENSUS,"CATTLE, (EXCL COWS) - INVENTORY",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,6504,6504,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2012,CENSUS,"CATTLE, (EXCL COWS) - INVENTORY",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,NA,NA,TRUE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2017,CENSUS,"CATTLE, (EXCL COWS) - INVENTORY",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,6872,6872,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2022,CENSUS,"CATTLE, (EXCL COWS) - INVENTORY",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,6587,6587,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2002,CENSUS,"CATTLE, (EXCL COWS) - OPERATIONS WITH INVENTORY",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,10,10,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2007,CENSUS,"CATTLE, (EXCL COWS) - OPERATIONS WITH INVENTORY",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,10,10,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2012,CENSUS,"CATTLE, (EXCL COWS) - OPERATIONS WITH INVENTORY",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,9,9,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2017,CENSUS,"CATTLE, (EXCL COWS) - OPERATIONS WITH INVENTORY",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,7,7,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2022,CENSUS,"CATTLE, (EXCL COWS) - OPERATIONS WITH INVENTORY",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,8,8,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2002,CENSUS,"CATTLE, CALVES - OPERATIONS WITH SALES",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,2,2,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2007,CENSUS,"CATTLE, CALVES - OPERATIONS WITH SALES",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,2,2,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2012,CENSUS,"CATTLE, CALVES - OPERATIONS WITH SALES",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,2,2,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2017,CENSUS,"CATTLE, CALVES - OPERATIONS WITH SALES",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,2,2,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2022,CENSUS,"CATTLE, CALVES - OPERATIONS WITH SALES",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,3,3,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2002,CENSUS,"CATTLE, CALVES - SALES, MEASURED IN HEAD",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,NA,NA,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2007,CENSUS,"CATTLE, CALVES - SALES, MEASURED IN HEAD",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,NA,NA,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2012,CENSUS,"CATTLE, CALVES - SALES, MEASURED IN HEAD",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,NA,NA,TRUE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2017,CENSUS,"CATTLE, CALVES - SALES, MEASURED IN HEAD",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,NA,NA,TRUE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2022,CENSUS,"CATTLE, CALVES - SALES, MEASURED IN HEAD",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,24,24,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,1997,CENSUS,"CATTLE, COWS - INVENTORY",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,2294,2294,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2002,CENSUS,"CATTLE, COWS - INVENTORY",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,NA,NA,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2007,CENSUS,"CATTLE, COWS - INVENTORY",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,5019,5019,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2012,CENSUS,"CATTLE, COWS - INVENTORY",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,NA,NA,TRUE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2017,CENSUS,"CATTLE, COWS - INVENTORY",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,4542,4542,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2022,CENSUS,"CATTLE, COWS - INVENTORY",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,6452,6452,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,1997,CENSUS,"CATTLE, COWS - OPERATIONS WITH INVENTORY",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,11,11,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2002,CENSUS,"CATTLE, COWS - OPERATIONS WITH INVENTORY",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,10,10,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2007,CENSUS,"CATTLE, COWS - OPERATIONS WITH INVENTORY",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,11,11,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2012,CENSUS,"CATTLE, COWS - OPERATIONS WITH INVENTORY",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,9,9,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2017,CENSUS,"CATTLE, COWS - OPERATIONS WITH INVENTORY",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,8,8,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2022,CENSUS,"CATTLE, COWS - OPERATIONS WITH INVENTORY",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,9,9,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,1997,CENSUS,"CATTLE, GE 500 LBS - OPERATIONS WITH SALES",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,12,12,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2002,CENSUS,"CATTLE, GE 500 LBS - OPERATIONS WITH SALES",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,5,5,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2007,CENSUS,"CATTLE, GE 500 LBS - OPERATIONS WITH SALES",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,3,3,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2012,CENSUS,"CATTLE, GE 500 LBS - OPERATIONS WITH SALES",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,3,3,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2017,CENSUS,"CATTLE, GE 500 LBS - OPERATIONS WITH SALES",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,6,6,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2022,CENSUS,"CATTLE, GE 500 LBS - OPERATIONS WITH SALES",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,7,7,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,1997,CENSUS,"CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,1409,1409,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2002,CENSUS,"CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,NA,NA,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2007,CENSUS,"CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,NA,NA,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2012,CENSUS,"CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,NA,NA,TRUE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2017,CENSUS,"CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,NA,NA,TRUE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2022,CENSUS,"CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,449,449,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2002,CENSUS,"CATTLE, ON FEED - INVENTORY",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,NA,NA,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2002,CENSUS,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,2,2,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,1997,CENSUS,"CATTLE, ON FEED - OPERATIONS WITH SALES FOR SLAUGHTER",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,1,1,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2002,CENSUS,"CATTLE, ON FEED - OPERATIONS WITH SALES FOR SLAUGHTER",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,2,2,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,1997,CENSUS,"CATTLE, ON FEED - SALES FOR SLAUGHTER, MEASURED IN HEAD",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,NA,NA,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,2002,CENSUS,"CATTLE, ON FEED - SALES FOR SLAUGHTER, MEASURED IN HEAD",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,NA,NA,FALSE,11,Cattle and Calves - Inventory and Sales:  2022 and 2017
ALEUTIAN ISLANDS,010,1997,CENSUS,"SHEEP, INCL LAMBS - OPERATIONS WITH SALES",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,TOTAL,NOT SPECIFIED,2,2,FALSE,13,"Sheep and Lambs - Inventory, Sales, and Wool Production: 2022 and 2017"
ALEUTIAN ISLANDS,010,2007,CENSUS,"SHEEP, INCL LAMBS - OPERATIONS WITH SALES",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,TOTAL,NOT SPECIFIED,2,2,FALSE,13,"Sheep and Lambs - Inventory, Sales, and Wool Production: 2022 and 2017"
ALEUTIAN ISLANDS,010,2012,CENSUS,"SHEEP, INCL LAMBS - OPERATIONS WITH SALES",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,TOTAL,NOT SPECIFIED,2,2,FALSE,13,"Sheep and Lambs - Inventory, Sales, and Wool Production: 2022 and 2017"
ALEUTIAN ISLANDS,010,2017,CENSUS,"SHEEP, INCL LAMBS - OPERATIONS WITH SALES",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,TOTAL,NOT SPECIFIED,2,2,FALSE,13,"Sheep and Lambs - Inventory, Sales, and Wool Production: 2022 and 2017"
ALEUTIAN ISLANDS,010,2022,CENSUS,"SHEEP, INCL LAMBS - OPERATIONS WITH SALES",OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,TOTAL,NOT SPECIFIED,2,2,FALSE,13,"Sheep and Lambs - Inventory, Sales, and Wool Production: 2022 and 2017"
ALEUTIAN ISLANDS,010,2012,CENSUS,"SHEEP, INCL LAMBS - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,TOTAL,NOT SPECIFIED,NA,NA,TRUE,13,"Sheep and Lambs - Inventory, Sales, and Wool Production: 2022 and 2017"
ALEUTIAN ISLANDS,010,2017,CENSUS,"SHEEP, INCL LAMBS - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,TOTAL,NOT SPECIFIED,NA,NA,TRUE,13,"Sheep and Lambs - Inventory, Sales, and Wool Production: 2022 and 2017"
ALEUTIAN ISLANDS,010,2022,CENSUS,"SHEEP, INCL LAMBS - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,TOTAL,NOT SPECIFIED,NA,NA,TRUE,13,"Sheep and Lambs - Inventory, Sales, and Wool Production: 2022 and 2017"
ALEUTIAN ISLANDS,010,1997,CENSUS,"SHEEP, INCL LAMBS - SALES, MEASURED IN HEAD",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,TOTAL,NOT SPECIFIED,NA,NA,FALSE,13,"Sheep and Lambs - Inventory, Sales, and Wool Production: 2022 and 2017"
ALEUTIAN ISLANDS,010,2007,CENSUS,"SHEEP, INCL LAMBS - SALES, MEASURED IN HEAD",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,TOTAL,NOT SPECIFIED,NA,NA,FALSE,13,"Sheep and Lambs - Inventory, Sales, and Wool Production: 2022 and 2017"
ALEUTIAN ISLANDS,010,2012,CENSUS,"SHEEP, INCL LAMBS - SALES, MEASURED IN HEAD",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,TOTAL,NOT SPECIFIED,NA,NA,TRUE,13,"Sheep and Lambs - Inventory, Sales, and Wool Production: 2022 and 2017"
ALEUTIAN ISLANDS,010,2017,CENSUS,"SHEEP, INCL LAMBS - SALES, MEASURED IN HEAD",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,TOTAL,NOT SPECIFIED,NA,NA,TRUE,13,"Sheep and Lambs - Inventory, Sales, and Wool Production: 2022 and 2017"
ALEUTIAN ISLANDS,010,2022,CENSUS,"SHEEP, INCL LAMBS - SALES, MEASURED IN HEAD",HEAD,ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,TOTAL,NOT SPECIFIED,NA,NA,TRUE,13,"Sheep and Lambs - Inventory, Sales, and Wool Production: 2022 and 2017"
ALEUTIAN ISLANDS,010,1997,CENSUS,WOOL - OPERATIONS WITH PRODUCTION,OPERATIONS,ANIMALS & PRODUCTS,LIVESTOCK,WOOL,TOTAL,NOT SPECIFIED,2,2,FALSE,13,"Sheep and Lambs - Inventory, Sales, and Wool Production: 2022 and 2017"
